Cow no,Weight(kg),Increase Weight,Total Feed(kg),Corn(ভুট্টা)(kg),Khail(খৈল)(kg),Khor(খর)(kg),Green Grass(kg),Sailase(সাইলেস)(kg),Wheat Husk(kg),Madicine,Water,Current,Coil,Worker,Total cost(tk),Milk(Ltr.),kids income,kids cost,Milk Income,Milk Revenue,Kids Revenue,Total_Revenue,profit
881,276,276.1232,8.28,1.656,0.9936,0.6624,2.484,0.828,1.656,30,6.66,3.33,10,66,301.462,4.14,49.01960784,13.7254902,331.2,29.738,35.29411765,65.03211765,1
882,319,319.1232,9.57,1.914,1.1484,0.7656,2.871,0.957,1.914,30,6.66,3.33,10,66,330.358,4.785,49.01960784,13.7254902,382.8,52.442,35.29411765,87.73611765,1
883,345,345.1232,10.35,2.07,1.242,0.828,3.105,1.035,2.07,30,6.66,3.33,10,66,347.83,5.175,49.01960784,13.7254902,414,66.17,35.29411765,101.4641176,1
884,364,364.1232,10.92,2.184,1.3104,0.8736,3.276,1.092,2.184,30,6.66,3.33,10,66,360.598,5.46,49.01960784,13.7254902,436.8,76.202,35.29411765,111.4961176,1
885,314,314.1232,9.42,1.884,1.1304,0.7536,2.826,0.942,1.884,30,6.66,3.33,10,66,326.998,4.71,49.01960784,13.7254902,376.8,49.802,35.29411765,85.09611765,1
886,285,285.1232,8.55,1.71,1.026,0.684,2.565,0.855,1.71,30,6.66,3.33,10,66,307.51,4.275,49.01960784,13.7254902,342,34.49,35.29411765,69.78411765,1
887,274,274.1232,8.22,1.644,0.9864,0.6576,2.466,0.822,1.644,30,6.66,3.33,10,66,300.118,4.11,49.01960784,13.7254902,328.8,28.682,35.29411765,63.97611765,1
888,327,327.1232,9.81,1.962,1.1772,0.7848,2.943,0.981,1.962,30,6.66,3.33,10,66,335.734,4.905,49.01960784,13.7254902,392.4,56.666,35.29411765,91.96011765,1
889,279,279.1232,8.37,1.674,1.0044,0.6696,2.511,0.837,1.674,30,6.66,3.33,10,66,303.478,4.185,49.01960784,13.7254902,334.8,31.322,35.29411765,66.61611765,1
890,249,249.1232,7.47,1.494,0.8964,0.5976,2.241,0.747,1.494,30,6.66,3.33,10,66,283.318,3.735,49.01960784,13.7254902,298.8,15.482,35.29411765,50.77611765,1
891,286,286.1232,8.58,1.716,1.0296,0.6864,2.574,0.858,1.716,30,6.66,3.33,10,66,308.182,4.29,49.01960784,13.7254902,343.2,35.018,35.29411765,70.31211765,1
892,309,309.1232,9.27,1.854,1.1124,0.7416,2.781,0.927,1.854,30,6.66,3.33,10,66,323.638,4.635,49.01960784,13.7254902,370.8,47.162,35.29411765,82.45611765,1
893,344,344.1232,10.32,2.064,1.2384,0.8256,3.096,1.032,2.064,30,6.66,3.33,10,66,347.158,5.16,49.01960784,13.7254902,412.8,65.642,35.29411765,100.9361176,1
894,211,211.1232,6.33,1.266,0.7596,0.5064,1.899,0.633,1.266,30,6.66,3.33,10,66,257.782,3.165,49.01960784,13.7254902,253.2,-4.582,35.29411765,30.71211765,1
895,234,234.1232,7.02,1.404,0.8424,0.5616,2.106,0.702,1.404,30,6.66,3.33,10,66,273.238,3.51,49.01960784,13.7254902,280.8,7.562,35.29411765,42.85611765,1
896,321,321.1232,9.63,1.926,1.1556,0.7704,2.889,0.963,1.926,30,6.66,3.33,10,66,331.702,4.815,49.01960784,13.7254902,385.2,53.498,35.29411765,88.79211765,1
897,380,380.1232,11.4,2.28,1.368,0.912,3.42,1.14,2.28,30,6.66,3.33,10,66,371.35,5.7,49.01960784,13.7254902,456,84.65,35.29411765,119.9441176,1
898,346,346.1232,10.38,2.076,1.2456,0.8304,3.114,1.038,2.076,30,6.66,3.33,10,66,348.502,5.19,49.01960784,13.7254902,415.2,66.698,35.29411765,101.9921176,1
899,275,275.1232,8.25,1.65,0.99,0.66,2.475,0.825,1.65,30,6.66,3.33,10,66,300.79,4.125,49.01960784,13.7254902,330,29.21,35.29411765,64.50411765,1
900,389,389.1232,11.67,2.334,1.4004,0.9336,3.501,1.167,2.334,30,6.66,3.33,10,66,377.398,5.835,49.01960784,13.7254902,466.8,89.402,35.29411765,124.6961176,1
901,274,274.1232,8.22,1.644,0.9864,0.6576,2.466,0.822,1.644,30,6.66,3.33,10,66,300.118,4.11,49.01960784,13.7254902,328.8,28.682,35.29411765,63.97611765,1
902,270,270.1232,8.1,1.62,0.972,0.648,2.43,0.81,1.62,30,6.66,3.33,10,66,297.43,4.05,49.01960784,13.7254902,324,26.57,35.29411765,61.86411765,1
903,264,264.1232,7.92,1.584,0.9504,0.6336,2.376,0.792,1.584,30,6.66,3.33,10,66,293.398,3.96,49.01960784,13.7254902,316.8,23.402,35.29411765,58.69611765,1
904,317,317.1232,9.51,1.902,1.1412,0.7608,2.853,0.951,1.902,30,6.66,3.33,10,66,329.014,4.755,49.01960784,13.7254902,380.4,51.386,35.29411765,86.68011765,1
905,287,287.1232,8.61,1.722,1.0332,0.6888,2.583,0.861,1.722,30,6.66,3.33,10,66,308.854,4.305,49.01960784,13.7254902,344.4,35.546,35.29411765,70.84011765,1
906,345,345.1232,10.35,2.07,1.242,0.828,3.105,1.035,2.07,30,6.66,3.33,10,66,347.83,5.175,49.01960784,13.7254902,414,66.17,35.29411765,101.4641176,1
907,373,373.1232,11.19,2.238,1.3428,0.8952,3.357,1.119,2.238,30,6.66,3.33,10,66,366.646,5.595,49.01960784,13.7254902,447.6,80.954,35.29411765,116.2481176,1
908,291,291.1232,8.73,1.746,1.0476,0.6984,2.619,0.873,1.746,30,6.66,3.33,10,66,311.542,4.365,49.01960784,13.7254902,349.2,37.658,35.29411765,72.95211765,1
909,368,368.1232,11.04,2.208,1.3248,0.8832,3.312,1.104,2.208,30,6.66,3.33,10,66,363.286,5.52,49.01960784,13.7254902,441.6,78.314,35.29411765,113.6081176,1
910,386,386.1232,11.58,2.316,1.3896,0.9264,3.474,1.158,2.316,30,6.66,3.33,10,66,375.382,5.79,49.01960784,13.7254902,463.2,87.818,35.29411765,123.1121176,1
911,285,285.1232,8.55,1.71,1.026,0.684,2.565,0.855,1.71,30,6.66,3.33,10,66,307.51,4.275,49.01960784,13.7254902,342,34.49,35.29411765,69.78411765,1
912,385,385.1232,11.55,2.31,1.386,0.924,3.465,1.155,2.31,30,6.66,3.33,10,66,374.71,5.775,49.01960784,13.7254902,462,87.29,35.29411765,122.5841176,1
913,341,341.1232,10.23,2.046,1.2276,0.8184,3.069,1.023,2.046,30,6.66,3.33,10,66,345.142,5.115,49.01960784,13.7254902,409.2,64.058,35.29411765,99.35211765,1
914,343,343.1232,10.29,2.058,1.2348,0.8232,3.087,1.029,2.058,30,6.66,3.33,10,66,346.486,5.145,49.01960784,13.7254902,411.6,65.114,35.29411765,100.4081176,1
915,345,345.1232,10.35,2.07,1.242,0.828,3.105,1.035,2.07,30,6.66,3.33,10,66,347.83,5.175,49.01960784,13.7254902,414,66.17,35.29411765,101.4641176,1
916,329,329.1232,9.87,1.974,1.1844,0.7896,2.961,0.987,1.974,30,6.66,3.33,10,66,337.078,4.935,49.01960784,13.7254902,394.8,57.722,35.29411765,93.01611765,1
917,395,395.1232,11.85,2.37,1.422,0.948,3.555,1.185,2.37,30,6.66,3.33,10,66,381.43,5.925,49.01960784,13.7254902,474,92.57,35.29411765,127.8641176,1
918,267,267.1232,8.01,1.602,0.9612,0.6408,2.403,0.801,1.602,30,6.66,3.33,10,66,295.414,4.005,49.01960784,13.7254902,320.4,24.986,35.29411765,60.28011765,1
919,365,365.1232,10.95,2.19,1.314,0.876,3.285,1.095,2.19,30,6.66,3.33,10,66,361.27,5.475,49.01960784,13.7254902,438,76.73,35.29411765,112.0241176,1
920,231,231.1232,6.93,1.386,0.8316,0.5544,2.079,0.693,1.386,30,6.66,3.33,10,66,271.222,3.465,49.01960784,13.7254902,277.2,5.978,35.29411765,41.27211765,1
921,281,281.1232,8.43,1.686,1.0116,0.6744,2.529,0.843,1.686,30,6.66,3.33,10,66,304.822,4.215,49.01960784,13.7254902,337.2,32.378,35.29411765,67.67211765,1
922,365,365.1232,10.95,2.19,1.314,0.876,3.285,1.095,2.19,30,6.66,3.33,10,66,361.27,5.475,49.01960784,13.7254902,438,76.73,35.29411765,112.0241176,1
923,294,294.1232,8.82,1.764,1.0584,0.7056,2.646,0.882,1.764,30,6.66,3.33,10,66,313.558,4.41,49.01960784,13.7254902,352.8,39.242,35.29411765,74.53611765,1
924,276,276.1232,8.28,1.656,0.9936,0.6624,2.484,0.828,1.656,30,6.66,3.33,10,66,301.462,4.14,49.01960784,13.7254902,331.2,29.738,35.29411765,65.03211765,1
925,274,274.1232,8.22,1.644,0.9864,0.6576,2.466,0.822,1.644,30,6.66,3.33,10,66,300.118,4.11,49.01960784,13.7254902,328.8,28.682,35.29411765,63.97611765,1
926,297,297.1232,8.91,1.782,1.0692,0.7128,2.673,0.891,1.782,30,6.66,3.33,10,66,315.574,4.455,49.01960784,13.7254902,356.4,40.826,35.29411765,76.12011765,1
927,392,392.1232,11.76,2.352,1.4112,0.9408,3.528,1.176,2.352,30,6.66,3.33,10,66,379.414,5.88,49.01960784,13.7254902,470.4,90.986,35.29411765,126.2801176,1
928,260,260.1232,7.8,1.56,0.936,0.624,2.34,0.78,1.56,30,6.66,3.33,10,66,290.71,3.9,49.01960784,13.7254902,312,21.29,35.29411765,56.58411765,1
929,365,365.1232,10.95,2.19,1.314,0.876,3.285,1.095,2.19,30,6.66,3.33,10,66,361.27,5.475,49.01960784,13.7254902,438,76.73,35.29411765,112.0241176,1
930,283,283.1232,8.49,1.698,1.0188,0.6792,2.547,0.849,1.698,30,6.66,3.33,10,66,306.166,4.245,49.01960784,13.7254902,339.6,33.434,35.29411765,68.72811765,1
931,349,349.1232,10.47,2.094,1.2564,0.8376,3.141,1.047,2.094,30,6.66,3.33,10,66,350.518,5.235,49.01960784,13.7254902,418.8,68.282,35.29411765,103.5761176,1
932,238,238.1232,7.14,1.428,0.8568,0.5712,2.142,0.714,1.428,30,6.66,3.33,10,66,275.926,3.57,49.01960784,13.7254902,285.6,9.674,35.29411765,44.96811765,1
933,280,280.1232,8.4,1.68,1.008,0.672,2.52,0.84,1.68,30,6.66,3.33,10,66,304.15,4.2,49.01960784,13.7254902,336,31.85,35.29411765,67.14411765,1
934,325,325.1232,9.75,1.95,1.17,0.78,2.925,0.975,1.95,30,6.66,3.33,10,66,334.39,4.875,49.01960784,13.7254902,390,55.61,35.29411765,90.90411765,1
935,348,348.1232,10.44,2.088,1.2528,0.8352,3.132,1.044,2.088,30,6.66,3.33,10,66,349.846,5.22,49.01960784,13.7254902,417.6,67.754,35.29411765,103.0481176,1
936,357,357.1232,10.71,2.142,1.2852,0.8568,3.213,1.071,2.142,30,6.66,3.33,10,66,355.894,5.355,49.01960784,13.7254902,428.4,72.506,35.29411765,107.8001176,1
937,379,379.1232,11.37,2.274,1.3644,0.9096,3.411,1.137,2.274,30,6.66,3.33,10,66,370.678,5.685,49.01960784,13.7254902,454.8,84.122,35.29411765,119.4161176,1
938,267,267.1232,8.01,1.602,0.9612,0.6408,2.403,0.801,1.602,30,6.66,3.33,10,66,295.414,4.005,49.01960784,13.7254902,320.4,24.986,35.29411765,60.28011765,1
939,295,295.1232,8.85,1.77,1.062,0.708,2.655,0.885,1.77,30,6.66,3.33,10,66,314.23,4.425,49.01960784,13.7254902,354,39.77,35.29411765,75.06411765,1
940,382,382.1232,11.46,2.292,1.3752,0.9168,3.438,1.146,2.292,30,6.66,3.33,10,66,372.694,5.73,49.01960784,13.7254902,458.4,85.706,35.29411765,121.0001176,1
941,321,321.1232,9.63,1.926,1.1556,0.7704,2.889,0.963,1.926,30,6.66,3.33,10,66,331.702,4.815,49.01960784,13.7254902,385.2,53.498,35.29411765,88.79211765,1
942,283,283.1232,8.49,1.698,1.0188,0.6792,2.547,0.849,1.698,30,6.66,3.33,10,66,306.166,4.245,49.01960784,13.7254902,339.6,33.434,35.29411765,68.72811765,1
943,385,385.1232,11.55,2.31,1.386,0.924,3.465,1.155,2.31,30,6.66,3.33,10,66,374.71,5.775,49.01960784,13.7254902,462,87.29,35.29411765,122.5841176,1
944,257,257.1232,7.71,1.542,0.9252,0.6168,2.313,0.771,1.542,30,6.66,3.33,10,66,288.694,3.855,49.01960784,13.7254902,308.4,19.706,35.29411765,55.00011765,1
945,367,367.1232,11.01,2.202,1.3212,0.8808,3.303,1.101,2.202,30,6.66,3.33,10,66,362.614,5.505,49.01960784,13.7254902,440.4,77.786,35.29411765,113.0801176,1
946,249,249.1232,7.47,1.494,0.8964,0.5976,2.241,0.747,1.494,30,6.66,3.33,10,66,283.318,3.735,49.01960784,13.7254902,298.8,15.482,35.29411765,50.77611765,1
947,343,343.1232,10.29,2.058,1.2348,0.8232,3.087,1.029,2.058,30,6.66,3.33,10,66,346.486,5.145,49.01960784,13.7254902,411.6,65.114,35.29411765,100.4081176,1
948,327,327.1232,9.81,1.962,1.1772,0.7848,2.943,0.981,1.962,30,6.66,3.33,10,66,335.734,4.905,49.01960784,13.7254902,392.4,56.666,35.29411765,91.96011765,1
949,281,281.1232,8.43,1.686,1.0116,0.6744,2.529,0.843,1.686,30,6.66,3.33,10,66,304.822,4.215,49.01960784,13.7254902,337.2,32.378,35.29411765,67.67211765,1
950,269,269.1232,8.07,1.614,0.9684,0.6456,2.421,0.807,1.614,30,6.66,3.33,10,66,296.758,4.035,49.01960784,13.7254902,322.8,26.042,35.29411765,61.33611765,1
951,309,309.1232,9.27,1.854,1.1124,0.7416,2.781,0.927,1.854,30,6.66,3.33,10,66,323.638,4.635,49.01960784,13.7254902,370.8,47.162,35.29411765,82.45611765,1
952,375,375.1232,11.25,2.25,1.35,0.9,3.375,1.125,2.25,30,6.66,3.33,10,66,367.99,5.625,49.01960784,13.7254902,450,82.01,35.29411765,117.3041176,1
953,296,296.1232,8.88,1.776,1.0656,0.7104,2.664,0.888,1.776,30,6.66,3.33,10,66,314.902,4.44,49.01960784,13.7254902,355.2,40.298,35.29411765,75.59211765,1
954,343,343.1232,10.29,2.058,1.2348,0.8232,3.087,1.029,2.058,30,6.66,3.33,10,66,346.486,5.145,49.01960784,13.7254902,411.6,65.114,35.29411765,100.4081176,1
955,307,307.1232,9.21,1.842,1.1052,0.7368,2.763,0.921,1.842,30,6.66,3.33,10,66,322.294,4.605,49.01960784,13.7254902,368.4,46.106,35.29411765,81.40011765,1
956,380,380.1232,11.4,2.28,1.368,0.912,3.42,1.14,2.28,30,6.66,3.33,10,66,371.35,5.7,49.01960784,13.7254902,456,84.65,35.29411765,119.9441176,1
957,292,292.1232,8.76,1.752,1.0512,0.7008,2.628,0.876,1.752,30,6.66,3.33,10,66,312.214,4.38,49.01960784,13.7254902,350.4,38.186,35.29411765,73.48011765,1
958,354,354.1232,10.62,2.124,1.2744,0.8496,3.186,1.062,2.124,30,6.66,3.33,10,66,353.878,5.31,49.01960784,13.7254902,424.8,70.922,35.29411765,106.2161176,1
959,283,283.1232,8.49,1.698,1.0188,0.6792,2.547,0.849,1.698,30,6.66,3.33,10,66,306.166,4.245,49.01960784,13.7254902,339.6,33.434,35.29411765,68.72811765,1
960,382,382.1232,11.46,2.292,1.3752,0.9168,3.438,1.146,2.292,30,6.66,3.33,10,66,372.694,5.73,49.01960784,13.7254902,458.4,85.706,35.29411765,121.0001176,1
961,337,337.1232,10.11,2.022,1.2132,0.8088,3.033,1.011,2.022,30,6.66,3.33,10,66,342.454,5.055,49.01960784,13.7254902,404.4,61.946,35.29411765,97.24011765,1
962,364,364.1232,10.92,2.184,1.3104,0.8736,3.276,1.092,2.184,30,6.66,3.33,10,66,360.598,5.46,49.01960784,13.7254902,436.8,76.202,35.29411765,111.4961176,1
963,279,279.1232,8.37,1.674,1.0044,0.6696,2.511,0.837,1.674,30,6.66,3.33,10,66,303.478,4.185,49.01960784,13.7254902,334.8,31.322,35.29411765,66.61611765,1
964,268,268.1232,8.04,1.608,0.9648,0.6432,2.412,0.804,1.608,30,6.66,3.33,10,66,296.086,4.02,49.01960784,13.7254902,321.6,25.514,35.29411765,60.80811765,1
965,334,334.1232,10.02,2.004,1.2024,0.8016,3.006,1.002,2.004,30,6.66,3.33,10,66,340.438,5.01,49.01960784,13.7254902,400.8,60.362,35.29411765,95.65611765,1
966,311,311.1232,9.33,1.866,1.1196,0.7464,2.799,0.933,1.866,30,6.66,3.33,10,66,324.982,4.665,49.01960784,13.7254902,373.2,48.218,35.29411765,83.51211765,1
967,551,551.1232,16.53,2.8101,2.8101,1.3224,7.4385,1.653,3.306,30,6.66,3.33,10,66,535.0255,8.265,49.01960784,13.7254902,661.2,126.1745,35.29411765,161.4686176,1
968,392,392.1232,11.76,1.9992,1.9992,0.9408,5.292,1.176,2.352,30,6.66,3.33,10,66,414.106,5.88,49.01960784,13.7254902,470.4,56.294,35.29411765,91.58811765,1
969,396,396.1232,11.88,2.0196,2.0196,0.9504,5.346,1.188,2.376,30,6.66,3.33,10,66,417.148,5.94,49.01960784,13.7254902,475.2,58.052,35.29411765,93.34611765,1
970,395,395.1232,11.85,2.0145,2.0145,0.948,5.3325,1.185,2.37,30,6.66,3.33,10,66,416.3875,5.925,49.01960784,13.7254902,474,57.6125,35.29411765,92.90661765,1
971,569,569.1232,17.07,2.9019,2.9019,1.3656,7.6815,1.707,3.414,30,6.66,3.33,10,66,548.7145,8.535,49.01960784,13.7254902,682.8,134.0855,35.29411765,169.3796176,1
972,358,358.1232,10.74,1.8258,1.8258,0.8592,4.833,1.074,2.148,30,6.66,3.33,10,66,388.249,5.37,49.01960784,13.7254902,429.6,41.351,35.29411765,76.64511765,1
973,402,402.1232,12.06,2.0502,2.0502,0.9648,5.427,1.206,2.412,30,6.66,3.33,10,66,421.711,6.03,49.01960784,13.7254902,482.4,60.689,35.29411765,95.98311765,1
974,494,494.1232,14.82,2.5194,2.5194,1.1856,6.669,1.482,2.964,30,6.66,3.33,10,66,491.677,7.41,49.01960784,13.7254902,592.8,101.123,35.29411765,136.4171176,1
975,597,597.1232,17.91,3.0447,3.0447,1.4328,8.0595,1.791,3.582,30,6.66,3.33,10,66,570.0085,8.955,49.01960784,13.7254902,716.4,146.3915,35.29411765,181.6856176,1
976,690,690.1232,20.7,3.519,3.519,1.656,9.315,2.07,4.14,30,6.66,3.33,10,66,640.735,10.35,49.01960784,13.7254902,828,187.265,35.29411765,222.5591176,1
977,455,455.1232,13.65,2.3205,2.3205,1.092,6.1425,1.365,2.73,30,6.66,3.33,10,66,462.0175,6.825,49.01960784,13.7254902,546,83.9825,35.29411765,119.2766176,1
978,347,347.1232,10.41,1.7697,1.7697,0.8328,4.6845,1.041,2.082,30,6.66,3.33,10,66,379.8835,5.205,49.01960784,13.7254902,416.4,36.5165,35.29411765,71.81061765,1
979,356,356.1232,10.68,1.8156,1.8156,0.8544,4.806,1.068,2.136,30,6.66,3.33,10,66,386.728,5.34,49.01960784,13.7254902,427.2,40.472,35.29411765,75.76611765,1
980,654,654.1232,19.62,3.3354,3.3354,1.5696,8.829,1.962,3.924,30,6.66,3.33,10,66,613.357,9.81,49.01960784,13.7254902,784.8,171.443,35.29411765,206.7371176,1
981,703,703.1232,21.09,3.5853,3.5853,1.6872,9.4905,2.109,4.218,30,6.66,3.33,10,66,650.6215,10.545,49.01960784,13.7254902,843.6,192.9785,35.29411765,228.2726176,1
982,512,512.1232,15.36,2.6112,2.6112,1.2288,6.912,1.536,3.072,30,6.66,3.33,10,66,505.366,7.68,49.01960784,13.7254902,614.4,109.034,35.29411765,144.3281176,1
983,316,316.1232,9.48,1.6116,1.6116,0.7584,4.266,0.948,1.896,30,6.66,3.33,10,66,356.308,4.74,49.01960784,13.7254902,379.2,22.892,35.29411765,58.18611765,1
984,572,572.1232,17.16,2.9172,2.9172,1.3728,7.722,1.716,3.432,30,6.66,3.33,10,66,550.996,8.58,49.01960784,13.7254902,686.4,135.404,35.29411765,170.6981176,1
985,317,317.1232,9.51,1.6167,1.6167,0.7608,4.2795,0.951,1.902,30,6.66,3.33,10,66,357.0685,4.755,49.01960784,13.7254902,380.4,23.3315,35.29411765,58.62561765,1
986,671,671.1232,20.13,3.4221,3.4221,1.6104,9.0585,2.013,4.026,30,6.66,3.33,10,66,626.2855,10.065,49.01960784,13.7254902,805.2,178.9145,35.29411765,214.2086176,1
987,545,545.1232,16.35,2.7795,2.7795,1.308,7.3575,1.635,3.27,30,6.66,3.33,10,66,530.4625,8.175,49.01960784,13.7254902,654,123.5375,35.29411765,158.8316176,1
988,477,477.1232,14.31,2.4327,2.4327,1.1448,6.4395,1.431,2.862,30,6.66,3.33,10,66,478.7485,7.155,49.01960784,13.7254902,572.4,93.6515,35.29411765,128.9456176,1
989,616,616.1232,18.48,3.1416,3.1416,1.4784,8.316,1.848,3.696,30,6.66,3.33,10,66,584.458,9.24,49.01960784,13.7254902,739.2,154.742,35.29411765,190.0361176,1
990,528,528.1232,15.84,2.6928,2.6928,1.2672,7.128,1.584,3.168,30,6.66,3.33,10,66,517.534,7.92,49.01960784,13.7254902,633.6,116.066,35.29411765,151.3601176,1
991,694,694.1232,20.82,3.5394,3.5394,1.6656,9.369,2.082,4.164,30,6.66,3.33,10,66,643.777,10.41,49.01960784,13.7254902,832.8,189.023,35.29411765,224.3171176,1
992,367,367.1232,11.01,1.8717,1.8717,0.8808,4.9545,1.101,2.202,30,6.66,3.33,10,66,395.0935,5.505,49.01960784,13.7254902,440.4,45.3065,35.29411765,80.60061765,1
993,314,314.1232,9.42,1.6014,1.6014,0.7536,4.239,0.942,1.884,30,6.66,3.33,10,66,354.787,4.71,49.01960784,13.7254902,376.8,22.013,35.29411765,57.30711765,1
994,453,453.1232,13.59,2.3103,2.3103,1.0872,6.1155,1.359,2.718,30,6.66,3.33,10,66,460.4965,6.795,49.01960784,13.7254902,543.6,83.1035,35.29411765,118.3976176,1
995,481,481.1232,14.43,2.4531,2.4531,1.1544,6.4935,1.443,2.886,30,6.66,3.33,10,66,481.7905,7.215,49.01960784,13.7254902,577.2,95.4095,35.29411765,130.7036176,1
996,499,499.1232,14.97,2.5449,2.5449,1.1976,6.7365,1.497,2.994,30,6.66,3.33,10,66,495.4795,7.485,49.01960784,13.7254902,598.8,103.3205,35.29411765,138.6146176,1
997,493,493.1232,14.79,2.5143,2.5143,1.1832,6.6555,1.479,2.958,30,6.66,3.33,10,66,490.9165,7.395,49.01960784,13.7254902,591.6,100.6835,35.29411765,135.9776176,1
998,712,712.1232,21.36,3.6312,3.6312,1.7088,9.612,2.136,4.272,30,6.66,3.33,10,66,657.466,10.68,49.01960784,13.7254902,854.4,196.934,35.29411765,232.2281176,1
999,611,611.1232,18.33,3.1161,3.1161,1.4664,8.2485,1.833,3.666,30,6.66,3.33,10,66,580.6555,9.165,49.01960784,13.7254902,733.2,152.5445,35.29411765,187.8386176,1
1000,567,567.1232,17.01,2.8917,2.8917,1.3608,7.6545,1.701,3.402,30,6.66,3.33,10,66,547.1935,8.505,49.01960784,13.7254902,680.4,133.2065,35.29411765,168.5006176,1
1001,349,349.1232,10.47,1.7799,1.7799,0.8376,4.7115,1.047,2.094,30,6.66,3.33,10,66,381.4045,5.235,49.01960784,13.7254902,418.8,37.3955,35.29411765,72.68961765,1
1002,594,594.1232,17.82,3.0294,3.0294,1.4256,8.019,1.782,3.564,30,6.66,3.33,10,66,567.727,8.91,49.01960784,13.7254902,712.8,145.073,35.29411765,180.3671176,1
1003,588,588.1232,17.64,2.9988,2.9988,1.4112,7.938,1.764,3.528,30,6.66,3.33,10,66,563.164,8.82,49.01960784,13.7254902,705.6,142.436,35.29411765,177.7301176,1
1004,721,721.1232,21.63,3.6771,3.6771,1.7304,9.7335,2.163,4.326,30,6.66,3.33,10,66,664.3105,10.815,49.01960784,13.7254902,865.2,200.8895,35.29411765,236.1836176,1
1005,672,672.1232,20.16,3.4272,3.4272,1.6128,9.072,2.016,4.032,30,6.66,3.33,10,66,627.046,10.08,49.01960784,13.7254902,806.4,179.354,35.29411765,214.6481176,1
1006,670,670.1232,20.1,3.417,3.417,1.608,9.045,2.01,4.02,30,6.66,3.33,10,66,625.525,10.05,49.01960784,13.7254902,804,178.475,35.29411765,213.7691176,1
1007,592,592.1232,17.76,3.0192,3.0192,1.4208,7.992,1.776,3.552,30,6.66,3.33,10,66,566.206,8.88,49.01960784,13.7254902,710.4,144.194,35.29411765,179.4881176,1
1008,557,557.1232,16.71,2.8407,2.8407,1.3368,7.5195,1.671,3.342,30,6.66,3.33,10,66,539.5885,8.355,49.01960784,13.7254902,668.4,128.8115,35.29411765,164.1056176,1
1009,472,472.1232,14.16,2.4072,2.4072,1.1328,6.372,1.416,2.832,30,6.66,3.33,10,66,474.946,7.08,49.01960784,13.7254902,566.4,91.454,35.29411765,126.7481176,1
1010,306,306.1232,9.18,1.5606,1.5606,0.7344,4.131,0.918,1.836,30,6.66,3.33,10,66,348.703,4.59,49.01960784,13.7254902,367.2,18.497,35.29411765,53.79111765,1
1011,309,309.1232,9.27,1.5759,1.5759,0.7416,4.1715,0.927,1.854,30,6.66,3.33,10,66,350.9845,4.635,49.01960784,13.7254902,370.8,19.8155,35.29411765,55.10961765,1
1012,382,382.1232,11.46,1.9482,1.9482,0.9168,5.157,1.146,2.292,30,6.66,3.33,10,66,406.501,5.73,49.01960784,13.7254902,458.4,51.899,35.29411765,87.19311765,1
1013,369,369.1232,11.07,1.8819,1.8819,0.8856,4.9815,1.107,2.214,30,6.66,3.33,10,66,396.6145,5.535,49.01960784,13.7254902,442.8,46.1855,35.29411765,81.47961765,1
1014,505,505.1232,15.15,2.5755,2.5755,1.212,6.8175,1.515,3.03,30,6.66,3.33,10,66,500.0425,7.575,49.01960784,13.7254902,606,105.9575,35.29411765,141.2516176,1
1015,705,705.1232,21.15,3.5955,3.5955,1.692,9.5175,2.115,4.23,30,6.66,3.33,10,66,652.1425,10.575,49.01960784,13.7254902,846,193.8575,35.29411765,229.1516176,1
1016,533,533.1232,15.99,2.7183,2.7183,1.2792,7.1955,1.599,3.198,30,6.66,3.33,10,66,521.3365,7.995,49.01960784,13.7254902,639.6,118.2635,35.29411765,153.5576176,1
1017,573,573.1232,17.19,2.9223,2.9223,1.3752,7.7355,1.719,3.438,30,6.66,3.33,10,66,551.7565,8.595,49.01960784,13.7254902,687.6,135.8435,35.29411765,171.1376176,1
1018,684,684.1232,20.52,3.4884,3.4884,1.6416,9.234,2.052,4.104,30,6.66,3.33,10,66,636.172,10.26,49.01960784,13.7254902,820.8,184.628,35.29411765,219.9221176,1
1019,430,430.1232,12.9,2.193,2.193,1.032,5.805,1.29,2.58,30,6.66,3.33,10,66,443.005,6.45,49.01960784,13.7254902,516,72.995,35.29411765,108.2891176,1
1020,365,365.1232,10.95,1.8615,1.8615,0.876,4.9275,1.095,2.19,30,6.66,3.33,10,66,393.5725,5.475,49.01960784,13.7254902,438,44.4275,35.29411765,79.72161765,1
1021,563,563.1232,16.89,2.8713,2.8713,1.3512,7.6005,1.689,3.378,30,6.66,3.33,10,66,544.1515,8.445,49.01960784,13.7254902,675.6,131.4485,35.29411765,166.7426176,1
1022,518,518.1232,15.54,2.6418,2.6418,1.2432,6.993,1.554,3.108,30,6.66,3.33,10,66,509.929,7.77,49.01960784,13.7254902,621.6,111.671,35.29411765,146.9651176,1
1023,456,456.1232,13.68,2.3256,2.3256,1.0944,6.156,1.368,2.736,30,6.66,3.33,10,66,462.778,6.84,49.01960784,13.7254902,547.2,84.422,35.29411765,119.7161176,1
1024,627,627.1232,18.81,3.1977,3.1977,1.5048,8.4645,1.881,3.762,30,6.66,3.33,10,66,592.8235,9.405,49.01960784,13.7254902,752.4,159.5765,35.29411765,194.8706176,1
